代码,名称,最新价,今日涨跌幅,今日主力净流入,今日主力净占比,今日大单净流入,今日大单净占比,今日中单净流入,今日中单净占比,今日小单净流入,今日小单净占比
688516,奥特维,80.67,0.77,246598834.0,17.77,103689682.0,7.47,142909152.0,10.3,7622288.0,0.55,-254221104.0,-18.32
688472,阿特斯,15.59,6.63,245335427.0,11.83,63959315.0,3.08,181376112.0,8.74,-75425488.0,-3.64,-169904816.0,-8.19
603757,大元泵业,47.43,10.0,243344010.0,37.36,292911591.0,44.96,-49567581.0,-7.61,-149436615.0,-22.94,-93907398.0,-14.42
000837,秦川机床,12.62,5.87,240039013.0,28.83,264195041.0,31.74,-24156028.0,-2.9,-93681426.0,-11.25,-146357601.0,-17.58
300207,欣旺达,26.72,4.95,239660848.0,8.16,125014832.0,4.25,114646016.0,3.9,-82661504.0,-2.81,-156999328.0,-5.34
300763,锦浪科技,102.2,10.69,239407152.0,6.74,159742640.0,4.5,79664512.0,2.24,-109695408.0,-3.09,-129711744.0,-3.65
001369,双欣材料,16.94,10.0,235262725.0,19.86,227615384.0,19.22,7647341.0,0.65,-115314592.0,-9.73,-119948134.0,-10.13
301150,中一科技,54.61,13.77,232925759.0,13.96,225879215.0,13.54,7046544.0,0.42,-118873776.0,-7.13,-114051968.0,-6.84
002455,百川股份,14.73,10.01,231580776.0,46.55,280869626.0,56.46,-49288850.0,-9.91,-113939876.0,-22.9,-117640900.0,-23.65
000591,太阳能,6.6,4.93,224545934.0,10.61,187263278.0,8.85,37282656.0,1.76,-76380400.0,-3.61,-148165520.0,-7.0
603629,利通电子,59.9,4.34,222342256.0,9.59,145038816.0,6.26,77303440.0,3.33,-57902512.0,-2.5,-164433776.0,-7.09
600343,航天动力,36.15,2.76,212317008.0,11.38,182787312.0,9.8,29529696.0,1.58,-40969600.0,-2.2,-171365472.0,-9.18
